model,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,car_age
 Focus,9.375854810453756,Manual,9.955605506798234,Diesel,95.0,74.3,1.5,Ford,1.6094379124341003
 Kuga,9.728538750071586,Manual,9.184919994629272,Diesel,145.0,64.2,1.5,Ford,1.3862943611198906
 Kuga,9.98345333417401,Manual,3.828641396489095,Petrol,145.0,35.3,1.5,Ford,1.0986122886681098
 Focus,9.615805480084347,Manual,9.53690656247793,Diesel,145.0,74.3,1.5,Ford,1.3862943611198906
 Focus,9.209940291954844,Manual,10.377296432622842,Diesel,95.0,74.3,1.5,Ford,1.9459101490553132
 Fiesta,8.907883013942248,Manual,10.304810761476958,Petrol,95.0,65.7,1.0,Ford,2.0794415416798357
 KA,8.410943391573527,Manual,10.401258331428318,Petrol,95.0,57.7,1.2,Ford,2.1972245773362196
 Fiesta,9.259130536145614,Manual,9.815475675212914,Petrol,145.0,65.7,1.0,Ford,1.6094379124341003
 Fiesta,9.209940291954844,Manual,8.682877107057168,Petrol,95.0,65.7,1.0,Ford,1.791759469228055
 Kuga,9.797904789961063,Manual,8.302761580704049,Petrol,145.0,39.2,1.5,Ford,1.3862943611198906
 Focus,9.209940291954844,Manual,10.321012975136659,Petrol,145.0,60.1,1.0,Ford,1.6094379124341003
 Fiesta,9.082052351674651,Manual,10.085850775128717,Petrol,95.0,65.7,1.0,Ford,1.6094379124341003
 Tourneo Custom,9.472396896788991,Manual,11.152579505377,Diesel,175.0,44.8,2.0,Ford,1.791759469228055
 Focus,9.304103901788347,Manual,10.025705185260378,Petrol,145.0,60.1,1.0,Ford,1.6094379124341003
 C-MAX,9.080573313917117,Semi-Auto,10.085850775128717,Diesel,165.0,50.4,2.0,Ford,2.1972245773362196
 Grand Tourneo Connect,9.509184911634074,Manual,9.992550989276888,Diesel,95.0,64.2,1.5,Ford,1.791759469228055
 Mondeo,9.172223049863055,Manual,11.145319566667077,Diesel,95.0,64.2,2.0,Ford,1.9459101490553132
 Focus,9.103089181229207,Manual,10.776077149139185,Diesel,95.0,74.3,1.5,Ford,1.9459101490553132
 Mondeo,9.107532151994501,Manual,11.002116507732017,Diesel,95.0,78.5,1.5,Ford,1.9459101490553132
 Fiesta,9.224834818126634,Manual,10.52473585755221,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Focus,9.61393706902432,Manual,10.076600170244772,Diesel,95.0,67.3,2.0,Ford,1.6094379124341003
 EcoSport,9.135940049399933,Manual,9.851720461714246,Petrol,125.0,52.3,1.0,Ford,1.791759469228055
 Fiesta,9.148571345578551,Semi-Auto,9.37737907190562,Petrol,145.0,47.9,1.6,Ford,2.0794415416798357
 EcoSport,9.472704636443673,Manual,10.453485811376591,Petrol,145.0,54.3,1.0,Ford,1.3862943611198906
 Fiesta,8.846640813100485,Manual,10.14878390849147,Petrol,125.0,54.3,1.2,Ford,1.9459101490553132
 Kuga,9.34583234141334,Manual,10.850094081612228,Diesel,150.0,54.3,2.0,Ford,1.791759469228055
 Focus,10.096213132628804,Manual,8.529319371214077,Petrol,145.0,34.5,2.3,Ford,1.0986122886681098
 Fiesta,9.225327501784431,Manual,9.932657929835909,Petrol,145.0,65.7,1.0,Ford,1.3862943611198906
 Galaxy,9.738082108118487,Manual,10.58701359805202,Diesel,145.0,56.5,2.0,Ford,1.6094379124341003
 EcoSport,9.209540051805414,Manual,8.68710472813351,Petrol,145.0,44.8,1.5,Ford,1.6094379124341003
 C-MAX,9.194007717355285,Automatic,10.053759290414428,Diesel,95.0,64.2,1.5,Ford,1.791759469228055
 Fiesta,8.917444732471514,Manual,9.434043766548907,Petrol,125.0,54.3,1.2,Ford,1.6094379124341003
 Grand C-MAX,9.258273025731485,Manual,9.69720111828834,Diesel,95.0,64.2,1.5,Ford,1.791759469228055
 Fiesta,9.209439966733019,Manual,10.666883482305026,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Focus,9.359449794564023,Manual,10.043292972227004,Petrol,175.0,39.2,2.0,Ford,2.0794415416798357
 Focus,9.218407743053941,Manual,9.423595190540022,Petrol,95.0,60.1,1.0,Ford,1.791759469228055
 Fiesta,9.172742341560864,Manual,9.294497679982905,Petrol,95.0,65.7,1.0,Ford,1.6094379124341003
 Fiesta,8.895766604056085,Manual,10.433321370472791,Petrol,95.0,65.7,1.0,Ford,1.791759469228055
 Fiesta,8.939974177289633,Manual,9.831400613641227,Petrol,95.0,65.7,1.0,Ford,1.9459101490553132
 Fiesta,9.200391041122515,Manual,10.342290720254804,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Fiesta,8.81001204797317,Manual,10.095800693457734,Petrol,95.0,54.3,1.2,Ford,2.0794415416798357
 Fiesta,8.657129031713755,Manual,10.409491571022901,Petrol,95.0,54.3,1.2,Ford,2.1972245773362196
 Fiesta,9.165133779138104,Manual,10.003785273851491,Petrol,95.0,62.8,1.0,Ford,1.791759469228055
 Fiesta,9.358846580275406,Manual,9.107421317968342,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Fiesta,9.199380531739841,Manual,10.696276427422939,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Fiesta,9.259225769705994,Manual,10.560774367644997,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Fiesta,9.268703615273097,Manual,10.201775681400134,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Fiesta,9.32375833901174,Manual,9.88078171500049,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Fiesta,9.268703615273097,Manual,9.999888046822443,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Fiesta,9.179984251961283,Manual,10.006089266196847,Petrol,145.0,58.9,1.0,Ford,1.3862943611198906
 Fiesta,9.229260256828693,Manual,10.060961276360318,Petrol,95.0,62.8,1.0,Ford,1.6094379124341003
 Fiesta,9.16858043772795,Manual,9.651236971915612,Petrol,95.0,65.7,1.0,Ford,1.6094379124341003
 Focus,9.137877200242468,Manual,9.941313062076109,Diesel,95.0,74.3,1.5,Ford,1.9459101490553132
 Fiesta,9.11591979635669,Manual,9.924808634239811,Petrol,95.0,62.8,1.0,Ford,1.9459101490553132
 C-MAX,8.681181041521688,Manual,11.152579505377,Petrol,95.0,55.4,1.0,Ford,2.0794415416798357
 Focus,8.933664178700935,Manual,11.104626344840929,Diesel,95.0,74.3,1.5,Ford,1.791759469228055
 Fiesta,8.954156966583772,Manual,10.34177474101152,Petrol,95.0,65.7,1.0,Ford,1.9459101490553132
 Focus,9.391244257682517,Manual,9.643290937019207,Petrol,145.0,57.7,1.0,Ford,1.3862943611198906
 Focus,9.391244257682517,Manual,8.799963219506997,Petrol,145.0,57.7,1.0,Ford,1.3862943611198906
 Focus,9.0918946167697,Manual,10.590465743950544,Diesel,95.0,74.3,1.5,Ford,1.791759469228055
 Fiesta,8.851233902846035,Manual,9.985390068155763,Petrol,95.0,54.3,1.2,Ford,2.1972245773362196
 Fiesta,9.54559758504085,Automatic,9.656115343487846,Petrol,145.0,48.7,1.0,Ford,1.0986122886681098
 Focus,9.257510176452573,Manual,9.259225769705994,Petrol,95.0,60.1,1.0,Ford,1.791759469228055
 Fiesta,9.179881164491475,Manual,9.47401147446646,Petrol,95.0,65.7,1.0,Ford,1.6094379124341003
 Fiesta,9.332558004700433,Manual,9.050171619823361,Petrol,95.0,62.8,1.0,Ford,1.6094379124341003
 Ka+,8.974618038455112,Manual,9.581145019820722,Petrol,95.0,57.7,1.2,Ford,1.6094379124341003
 Fiesta,9.159047077588632,Manual,9.03264808356589,Petrol,145.0,64.2,1.1,Ford,1.3862943611198906
 Fiesta,9.248695325852646,Manual,9.093806555720231,Petrol,145.0,64.2,1.1,Ford,1.3862943611198906
 Kuga,9.852194258148577,Manual,8.944289319650697,Diesel,145.0,54.3,1.5,Ford,1.0986122886681098
 Focus,9.711115659888671,Manual,8.941545475242885,Diesel,145.0,74.3,1.5,Ford,1.0986122886681098
 Edge,10.308952660644293,Semi-Auto,9.692334329073471,Diesel,145.0,37.2,2.0,Ford,1.0986122886681098
 Focus,9.159047077588632,Manual,10.37704735110963,Diesel,95.0,74.3,1.5,Ford,1.791759469228055
 C-MAX,9.433483923290392,Manual,9.242226560838505,Petrol,145.0,55.4,1.0,Ford,1.6094379124341003
 Fiesta,8.771990436532242,Manual,10.594657780211852,Petrol,95.0,65.7,1.0,Ford,2.1972245773362196
 Focus,9.14644164612595,Manual,10.186822690744211,Petrol,95.0,60.1,1.0,Ford,1.791759469228055
 Focus,9.546169544733285,Manual,9.155989777226102,Petrol,145.0,58.9,1.0,Ford,1.3862943611198906
 Focus,9.546169544733285,Manual,9.10286651367095,Petrol,145.0,58.9,1.0,Ford,1.3862943611198906
 Fiesta,8.791941988456118,Manual,10.065648918115544,Petrol,95.0,65.7,1.0,Ford,2.0794415416798357
 Fiesta,8.987321812850125,Manual,9.506065016071148,Petrol,125.0,54.3,1.2,Ford,1.791759469228055
 Fiesta,8.906664409770052,Manual,10.179640924163953,Petrol,95.0,65.7,1.0,Ford,1.9459101490553132
 Fiesta,9.03013657115323,Manual,10.600900621243124,Petrol,95.0,62.8,1.0,Ford,1.6094379124341003
 Focus,9.105090961257085,Manual,10.31463647711259,Diesel,95.0,74.3,1.5,Ford,1.791759469228055
 Fiesta,9.268703615273097,Manual,9.908524844053396,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Fiesta,9.296151028389293,Manual,9.055556158175316,Petrol,145.0,55.4,1.1,Ford,1.3862943611198906
 Fiesta,9.305286849285137,Manual,8.446341450444287,Petrol,145.0,55.4,1.1,Ford,1.3862943611198906
 Fiesta,9.295692039075686,Manual,9.23317760587894,Petrol,145.0,55.4,1.1,Ford,1.3862943611198906
 Fiesta,9.401043372798053,Manual,8.900957872545062,Petrol,145.0,65.7,1.0,Ford,1.3862943611198906
 Kuga,9.65509029374725,Manual,9.976552123393134,Diesel,125.0,60.1,2.0,Ford,1.791759469228055
 Focus,9.661479683575521,Manual,8.591929537530255,Petrol,145.0,60.1,1.0,Ford,1.0986122886681098
 Fiesta,9.472781556562168,Manual,7.934155233536322,Petrol,145.0,58.9,1.0,Ford,1.0986122886681098
 Fiesta,9.55400099583723,Manual,8.681520484837913,Petrol,145.0,58.9,1.0,Ford,1.0986122886681098
 Fiesta,9.803722464346553,Manual,8.02322468471667,Petrol,145.0,55.4,1.0,Ford,1.0986122886681098
 Fiesta,9.517898598432753,Manual,9.45469731968959,Petrol,145.0,58.9,1.0,Ford,1.0986122886681098
 Kuga,9.53249633228804,Manual,9.320270431348378,Petrol,160.0,45.6,1.5,Ford,1.6094379124341003
 Kuga,9.735128070758227,Manual,8.226038429485484,Diesel,145.0,64.2,1.5,Ford,1.3862943611198906
 Focus,9.358846580275406,Semi-Auto,9.662498208076329,Petrol,145.0,51.4,1.0,Ford,1.6094379124341003
 Fiesta,9.305286849285137,Manual,8.875287128108384,Petrol,145.0,55.4,1.1,Ford,1.3862943611198906
 Fiesta,9.210340371976184,Manual,9.788020582727414,Petrol,145.0,55.4,1.1,Ford,1.3862943611198906
 Fiesta,9.472396896788991,Manual,9.620793021595386,Petrol,145.0,55.4,1.0,Ford,1.3862943611198906
 Focus,9.698920386794853,Manual,9.718903438087914,Petrol,145.0,60.1,1.0,Ford,1.3862943611198906
 Kuga,9.680344001221918,Manual,10.131419620582134,Diesel,125.0,60.1,2.0,Ford,1.6094379124341003
 Fiesta,9.005895898094458,Manual,10.203851370643852,Petrol,125.0,54.3,1.2,Ford,1.6094379124341003
 Focus,9.305650551780507,Manual,9.743318800383307,Petrol,145.0,60.1,1.0,Ford,1.6094379124341003
 Kuga,9.581352052014967,Manual,10.359962581552038,Diesel,145.0,54.3,1.5,Ford,1.3862943611198906
 Puma,9.951896691743816,Manual,7.231287004327616,Petrol,145.0,50.4,1.0,Ford,0.6931471805599453
 Fiesta,9.486607541612665,Semi-Auto,9.251002353695073,Petrol,145.0,48.7,1.0,Ford,1.3862943611198906
 Focus,9.654449103676551,Manual,8.135346948906706,Petrol,145.0,60.1,1.0,Ford,1.0986122886681098
 Focus,9.638284261844774,Manual,8.728426091704613,Petrol,145.0,60.1,1.0,Ford,1.0986122886681098
 Fiesta,9.210440366976517,Manual,10.562690077043136,Petrol,145.0,65.7,1.0,Ford,1.3862943611198906
 Fiesta,9.16303909885817,Manual,9.71878315904038,Petrol,145.0,65.7,1.0,Ford,1.6094379124341003
 Fiesta,9.375176614429117,Manual,9.144093726157257,Petrol,145.0,65.7,1.0,Ford,1.3862943611198906
 Focus,9.188197007290492,Manual,10.417298715142485,Diesel,95.0,74.3,1.5,Ford,1.6094379124341003
 Fiesta,9.797682493639151,Manual,9.811865562988816,Petrol,145.0,40.3,1.5,Ford,1.0986122886681098
 Fiesta,8.824824939175638,Manual,10.194140208432742,Diesel,95.0,76.4,1.5,Ford,2.0794415416798357
 Kuga,9.674137279312397,Manual,10.13765017033277,Diesel,145.0,54.3,2.0,Ford,1.6094379124341003
 Focus,9.409273194575334,Manual,10.104426393862145,Diesel,145.0,74.3,1.5,Ford,1.6094379124341003
 Kuga,9.60918360377546,Manual,9.838628980187632,Diesel,125.0,60.1,2.0,Ford,1.6094379124341003
 Focus,9.433563920090563,Manual,8.520188700396035,Petrol,145.0,61.4,1.0,Ford,1.3862943611198906
 Fiesta,9.268703615273097,Manual,10.029106473960287,Petrol,95.0,65.7,1.0,Ford,1.6094379124341003
 Fiesta,9.19023970026918,Manual,10.065181141534115,Petrol,145.0,65.7,1.0,Ford,1.6094379124341003
 Fiesta,9.510519035757246,Manual,1.9459101490553132,Petrol,145.0,48.7,1.1,Ford,1.0986122886681098
 Fiesta,9.441531454869693,Manual,9.733884768149949,Petrol,145.0,56.5,1.0,Ford,1.0986122886681098
 Focus,9.735128070758227,Manual,7.080026499922591,Petrol,145.0,58.9,1.0,Ford,1.0986122886681098
 Fiesta,9.137877200242468,Manual,9.663007081568642,Petrol,95.0,65.7,1.0,Ford,1.6094379124341003
 Edge,9.69590972432601,Manual,10.79687806452395,Diesel,160.0,48.7,2.0,Ford,1.6094379124341003
 Kuga,9.873079890114703,Manual,9.122055457108612,Petrol,145.0,39.2,1.5,Ford,1.0986122886681098
 Fiesta,9.220389707829185,Manual,9.872719018864492,Petrol,95.0,65.7,1.0,Ford,1.6094379124341003
 Kuga,9.45727857185611,Manual,10.037406370101916,Diesel,95.0,64.2,1.5,Ford,1.6094379124341003
 Focus,9.648659816955295,Manual,8.978786553302003,Petrol,145.0,58.9,1.0,Ford,1.0986122886681098
 EcoSport,9.465060106725137,Manual,8.700847193443972,Petrol,145.0,54.3,1.0,Ford,1.3862943611198906
 Focus,9.296609807128359,Manual,10.470561175840706,Diesel,145.0,74.3,1.5,Ford,1.6094379124341003
 Focus,9.770013301136158,Manual,7.655864017616056,Petrol,145.0,60.1,1.0,Ford,1.0986122886681098
 EcoSport,9.664659134301736,Manual,1.791759469228055,Petrol,145.0,53.3,1.0,Ford,1.0986122886681098
 Focus,9.539716058977092,Manual,9.002208578282412,Petrol,145.0,51.4,1.5,Ford,1.6094379124341003
 EcoSport,9.465060106725137,Manual,10.187462763056583,Petrol,145.0,54.3,1.0,Ford,1.3862943611198906
 Fiesta,9.158520623246385,Manual,8.768574284141687,Petrol,125.0,54.3,1.2,Ford,1.791759469228055
 C-MAX,8.731013415269564,Manual,11.023747171218401,Diesel,95.0,61.4,1.6,Ford,1.9459101490553132
 EcoSport,9.148571345578551,Manual,10.376798207539359,Petrol,125.0,53.3,1.0,Ford,1.791759469228055
 Fiesta,9.409273194575334,Manual,9.879553402240496,Petrol,145.0,62.8,1.0,Ford,1.3862943611198906
 Focus,9.332646496360152,Manual,9.240384493324559,Petrol,95.0,60.1,1.0,Ford,1.6094379124341003
 Focus,9.792611856190192,Manual,8.560061091643414,Petrol,145.0,58.9,1.0,Ford,1.3862943611198906
 EcoSport,9.148571345578551,Manual,10.291297725405572,Petrol,145.0,52.3,1.0,Ford,1.6094379124341003
 Fiesta,9.495594499353297,Manual,9.429716836721148,Petrol,145.0,58.9,1.0,Ford,1.0986122886681098
 Kuga,9.517898598432753,Manual,9.371182897093012,Diesel,95.0,64.2,1.5,Ford,1.6094379124341003
 Fiesta,8.731013415269564,Manual,10.858575831118195,Diesel,95.0,76.4,1.5,Ford,2.0794415416798357
 Fiesta,8.914894908906568,Manual,10.353416017350813,Petrol,95.0,65.7,1.0,Ford,1.791759469228055
 Fiesta,8.73568594451502,Manual,10.332473855685638,Petrol,95.0,54.3,1.2,Ford,2.0794415416798357
 Fiesta,9.128153700988236,Manual,9.888576939800373,Petrol,95.0,65.7,1.0,Ford,1.791759469228055
 Fiesta,8.849513965486398,Manual,10.647042635639918,Petrol,95.0,65.7,1.0,Ford,2.1972245773362196
 Focus,9.762557428101923,Manual,6.946013991099227,Petrol,145.0,50.4,1.5,Ford,1.0986122886681098
 EcoSport,9.59709825261865,Manual,8.987696695703624,Petrol,145.0,51.4,1.0,Ford,1.3862943611198906
 Ka+,9.049232211581426,Manual,8.0702808933939,Petrol,145.0,48.7,1.2,Ford,1.3862943611198906
 Focus,9.137662146478197,Manual,9.598116617213263,Petrol,95.0,61.4,1.0,Ford,1.791759469228055
 Fiesta,9.047703788498627,Manual,10.262489786233951,Diesel,95.0,78.5,1.5,Ford,1.6094379124341003
 EcoSport,9.239802082125802,Manual,9.991223666840215,Petrol,150.0,53.3,1.0,Ford,1.6094379124341003
 Focus,9.047703788498627,Semi-Auto,10.275568216624709,Petrol,165.0,44.8,1.6,Ford,2.0794415416798357
 Kuga,9.21024036697585,Semi-Auto,10.670396216658126,Diesel,175.0,45.6,2.0,Ford,2.0794415416798357
 EcoSport,9.259035293514941,Semi-Auto,10.29055105146374,Petrol,160.0,44.8,1.5,Ford,1.6094379124341003
 Focus,9.239802082125802,Manual,10.067432964124373,Petrol,145.0,61.4,1.0,Ford,1.6094379124341003
 Tourneo Connect,9.41727323724241,Automatic,10.687685855980014,Diesel,125.0,56.6,1.5,Ford,1.791759469228055
 Focus,9.495444123413163,Manual,9.317668949728708,Petrol,145.0,57.7,1.0,Ford,1.3862943611198906
 Fiesta,9.047703788498627,Manual,9.847181716325034,Petrol,145.0,54.3,1.2,Ford,1.6094379124341003
 Focus,9.259035293514941,Manual,10.168808978749206,Diesel,95.0,74.3,1.5,Ford,1.791759469228055
 Fiesta,9.047703788498627,Manual,9.81170115690542,Petrol,125.0,54.3,1.2,Ford,1.791759469228055
 Fiesta,9.047703788498627,Manual,9.94755228369823,Petrol,125.0,54.3,1.2,Ford,1.791759469228055
 Fiesta,9.047703788498627,Manual,9.803169856021261,Petrol,125.0,54.3,1.2,Ford,1.791759469228055
 Fiesta,9.239802082125802,Manual,10.174849676120813,Petrol,95.0,65.7,1.0,Ford,1.6094379124341003
 Focus,9.433403920090221,Manual,10.163618555900618,Diesel,145.0,74.3,1.5,Ford,1.6094379124341003
 Fiesta,8.74814616962193,Manual,10.918464576908981,Petrol,95.0,65.7,1.0,Ford,2.1972245773362196
 Fiesta,8.74814616962193,Semi-Auto,10.99599792901277,Petrol,150.0,47.9,1.6,Ford,2.1972245773362196
 Focus,9.305559638557117,Manual,9.970164410800407,Petrol,95.0,60.1,1.0,Ford,1.6094379124341003
 Ka+,9.104868739033948,Manual,7.38770923908104,Petrol,145.0,57.7,1.2,Ford,1.3862943611198906
 Fiesta,9.209940291954844,Manual,10.531696131937162,Petrol,145.0,47.9,1.6,Ford,2.0794415416798357
 Focus,9.740733301234702,Manual,10.203629181337648,Petrol,145.0,41.5,2.0,Ford,1.6094379124341003
 KA,8.516392871245468,Manual,10.640675541671662,Petrol,95.0,57.7,1.2,Ford,1.9459101490553132
 Kuga,9.581628028282761,Manual,9.851720461714246,Diesel,145.0,64.2,1.5,Ford,1.6094379124341003
 Fiesta,8.98669669562029,Manual,9.819671066443018,Petrol,95.0,65.7,1.0,Ford,2.0794415416798357
 Focus,9.341017695617799,Manual,10.161534819858218,Diesel,150.0,74.3,1.5,Ford,1.6094379124341003
 Focus,9.209940291954844,Manual,10.321803072623112,Petrol,150.0,60.1,1.0,Ford,1.6094379124341003
 Fiesta,9.433163872079467,Manual,9.711418644287294,Petrol,145.0,62.8,1.0,Ford,1.3862943611198906
 Fiesta,9.012011377036412,Manual,10.386654168308144,Petrol,95.0,65.7,1.0,Ford,1.9459101490553132
 KA,8.412054873292933,Manual,10.427091188661334,Petrol,95.0,57.7,1.2,Ford,2.1972245773362196
 Grand Tourneo Connect,9.488047863280759,Manual,10.58392936059852,Diesel,95.0,64.2,1.5,Ford,1.6094379124341003
 KA,8.160803920954665,Manual,10.711011975617623,Petrol,95.0,57.7,1.2,Ford,2.1972245773362196
 Tourneo Custom,9.998615897627705,Manual,9.614938437644996,Diesel,145.0,30.1,2.0,Ford,1.3862943611198906
 Kuga,9.3048320350689,Semi-Auto,10.717457588260444,Diesel,175.0,45.6,2.0,Ford,2.0794415416798357
 KA,8.46611040118692,Manual,10.74542105042418,Petrol,95.0,57.7,1.2,Ford,2.0794415416798357
 Fiesta,9.25874951118387,Manual,10.140770667404057,Petrol,145.0,56.5,1.0,Ford,1.3862943611198906
 Focus,9.433163872079467,Manual,9.49356251370587,Petrol,145.0,57.7,1.0,Ford,1.3862943611198906
 Fiesta,8.98669669562029,Manual,9.598455841749233,Petrol,95.0,65.7,1.0,Ford,2.0794415416798357
 C-MAX,9.158625936289503,Manual,9.109525066737367,Petrol,160.0,44.1,1.6,Ford,1.791759469228055
 Kuga,9.797904789961063,Manual,9.27818591887125,Petrol,145.0,39.2,1.5,Ford,1.0986122886681098
 EcoSport,9.046762057999363,Manual,10.60179638880159,Petrol,125.0,53.3,1.0,Ford,1.6094379124341003
 Focus,9.392578591964389,Semi-Auto,8.865735152124781,Petrol,125.0,51.4,1.0,Ford,1.6094379124341003
 Fiesta,9.350015354048665,Manual,9.251098364448351,Petrol,95.0,62.8,1.0,Ford,1.6094379124341003
 Fiesta,9.104868739033948,Manual,8.988695696785708,Petrol,125.0,54.3,1.2,Ford,1.791759469228055
 Kuga,9.74090979777877,Manual,10.124548937646013,Diesel,125.0,60.1,2.0,Ford,1.6094379124341003
 Focus,9.305559638557117,Manual,9.697508347391498,Diesel,95.0,74.3,1.5,Ford,1.6094379124341003
 Focus,9.392578591964389,Manual,9.804992305787028,Diesel,95.0,74.3,1.5,Ford,1.6094379124341003
 Kuga,9.61573881119536,Manual,9.445017159104065,Diesel,95.0,64.2,1.5,Ford,1.6094379124341003
 Kuga,9.392578591964389,Manual,10.351660875132662,Diesel,95.0,64.2,1.5,Ford,1.6094379124341003
 Fiesta,9.510519035757246,Manual,2.3978952727983707,Petrol,145.0,48.7,1.1,Ford,1.0986122886681098
 Focus,9.75272280064639,Manual,10.059122844067577,Diesel,145.0,67.3,2.0,Ford,1.6094379124341003
 B-MAX,9.278092474027002,Manual,10.029238757841688,Petrol,145.0,55.4,1.0,Ford,1.6094379124341003
 Focus,9.441531454869693,Manual,9.504575923397805,Petrol,145.0,60.1,1.0,Ford,1.3862943611198906
 Focus,9.38437770918244,Manual,9.791549899295264,Petrol,145.0,60.1,1.0,Ford,1.3862943611198906
 S-MAX,10.085850775128717,Manual,1.791759469228055,Petrol,145.0,34.0,1.5,Ford,1.0986122886681098
 Fiesta,9.059633754551479,Manual,10.924786738101567,Diesel,145.0,78.5,1.5,Ford,1.6094379124341003
 EcoSport,8.974744612722734,Manual,10.462417390976265,Diesel,95.0,61.4,1.5,Ford,1.9459101490553132
 Focus,9.429556219952412,Manual,10.107815189592698,Petrol,145.0,57.7,1.0,Ford,1.3862943611198906
 Kuga,9.210340371976184,Manual,10.92280407672139,Diesel,175.0,47.9,2.0,Ford,2.1972245773362196
 Fiesta,9.137769679141348,Semi-Auto,9.662625450728237,Petrol,145.0,47.9,1.6,Ford,1.9459101490553132
 Kuga,9.615805480084347,Manual,10.074748161970657,Diesel,145.0,64.2,1.5,Ford,1.6094379124341003
 B-MAX,9.104979856318357,Manual,9.590419293693932,Petrol,95.0,57.7,1.0,Ford,1.791759469228055
 Mondeo,9.126958763037132,Manual,10.817295204116476,Diesel,95.0,78.5,1.5,Ford,1.791759469228055
 Fiesta,9.104979856318357,Manual,9.953277217038643,Petrol,95.0,65.7,1.0,Ford,1.791759469228055
 Fiesta,8.961879012677683,Manual,10.28075892627351,Petrol,95.0,65.7,1.0,Ford,1.9459101490553132
 Focus,8.594154232552366,Manual,10.881512878215121,Petrol,95.0,58.9,1.0,Ford,2.1972245773362196
 Focus,9.392661928770137,Manual,9.733825524688928,Petrol,150.0,60.1,1.0,Ford,1.6094379124341003
 Mondeo,9.472704636443673,Manual,10.539058584958477,Diesel,145.0,78.5,1.5,Ford,1.3862943611198906
 Kuga,9.56395062454207,Manual,10.171030691147022,Diesel,145.0,60.1,2.0,Ford,1.6094379124341003
