model,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,car_age
 Polo,9.118334726180159,Manual,10.619300903594985,Diesel,95.0,83.1,1.4,Volkswagen,1.6094379124341003
 Polo,9.392578591964389,Manual,9.444305161921976,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.158941808890182,Manual,10.204147546278167,Petrol,145.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.391911647379434,Manual,9.37058672111828,Petrol,150.0,58.9,1.0,Volkswagen,1.3862943611198906
 Polo,9.227983807148778,Manual,9.774574052442789,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.305286849285137,Manual,9.836118362165275,Petrol,150.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.392328539868899,Manual,9.745546364467552,Petrol,150.0,60.1,1.0,Volkswagen,1.3862943611198906
 Polo,9.046879822823147,Manual,10.56431813161953,Petrol,95.0,58.9,1.0,Volkswagen,1.791759469228055
 Polo,9.259130536145614,Manual,9.62019582838564,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.510148624225804,Manual,9.029897050194,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.305286849285137,Manual,9.949798455399378,Petrol,145.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.04793908261736,Manual,10.713306039899766,Diesel,95.0,83.1,1.4,Volkswagen,1.9459101490553132
 Polo,9.259225769705994,Semi-Auto,10.283156105600282,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,8.748304912379623,Manual,11.070225670251839,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.065430200180375,Manual,10.39821428171237,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.209940291954844,Manual,10.65452621151185,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.615538777855802,Manual,8.756210091886738,Petrol,150.0,64.2,1.0,Volkswagen,1.3862943611198906
 Polo,9.305286849285137,Manual,9.909767790493278,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.209940291954844,Manual,10.597159595331789,Petrol,95.0,58.9,1.0,Volkswagen,1.6094379124341003
 Polo,9.158625936289503,Manual,10.379100420546374,Petrol,95.0,58.9,1.0,Volkswagen,1.791759469228055
 Polo,9.305286849285137,Manual,10.517456235218987,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.305286849285137,Manual,10.194439273855531,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.104535313079205,Manual,10.109077944602749,Petrol,95.0,58.9,1.0,Volkswagen,1.791759469228055
 Polo,9.104535313079205,Manual,10.577120564191771,Petrol,95.0,60.1,1.2,Volkswagen,1.9459101490553132
 Polo,8.922124823918258,Manual,10.678928750822154,Petrol,95.0,60.1,1.0,Volkswagen,1.9459101490553132
 Polo,9.104535313079205,Manual,10.120934911305456,Petrol,95.0,60.1,1.2,Volkswagen,1.9459101490553132
 Polo,9.209940291954844,Manual,10.540090836284206,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.209940291954844,Manual,10.44813472477763,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.209940291954844,Manual,10.233618295752684,Petrol,95.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.25874951118387,Manual,9.521568058002977,Petrol,145.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.104535313079205,Manual,10.060277603300317,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.104535313079205,Manual,10.247857094617705,Petrol,145.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.249657234353133,Manual,10.39139249291755,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.546812608597396,Manual,8.517393171418904,Petrol,145.0,47.9,1.0,Volkswagen,0.6931471805599453
 Polo,9.104535313079205,Manual,9.82660650820017,Petrol,150.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.209940291954844,Manual,9.999933450804381,Petrol,150.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.305286849285137,Manual,9.616804980417431,Petrol,150.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.546812608597396,Manual,8.517393171418904,Petrol,145.0,52.3,1.0,Volkswagen,0.6931471805599453
 Polo,9.615805480084347,Manual,8.517393171418904,Petrol,145.0,47.9,1.0,Volkswagen,0.6931471805599453
 Polo,9.159047077588632,Manual,10.366718297494435,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.472781556562168,Semi-Auto,10.296846340649244,Petrol,145.0,61.4,1.0,Volkswagen,1.3862943611198906
 Polo,9.472704636443673,Manual,9.060795734696166,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.259130536145614,Manual,9.770013301136158,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.472704636443673,Manual,8.936561204693394,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.472704636443673,Manual,7.403061091090091,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,8.987321812850125,Manual,10.199323789243778,Petrol,95.0,60.1,1.0,Volkswagen,1.9459101490553132
 Polo,9.02401079378469,Manual,10.357774570341576,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.268609280100158,Manual,10.129865866360268,Petrol,150.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.392661928770137,Manual,9.012011377036412,Petrol,150.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.472704636443673,Manual,8.887652690325586,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.472704636443673,Manual,9.083075020930307,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.314700387300425,Manual,10.419330568113901,Petrol,150.0,47.0,1.8,Volkswagen,1.9459101490553132
 Polo,9.02401079378469,Manual,10.728736979978141,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,8.987196820661973,Manual,11.037483072428214,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.104979856318357,Manual,10.306650011581617,Petrol,150.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.581903928408666,Manual,8.517393171418904,Petrol,145.0,47.9,1.0,Volkswagen,0.6931471805599453
 Polo,9.546812608597396,Manual,8.517393171418904,Petrol,145.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.417354541360508,Manual,8.738895704934043,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.472704636443673,Manual,9.001592700945706,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.210340371976184,Manual,10.28755876795662,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.472704636443673,Manual,9.166492972195906,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.472704636443673,Manual,9.040974526342444,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.104979856318357,Manual,9.976319711185798,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.144307401371744,Manual,9.801620926132557,Petrol,95.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,8.98205864280585,Manual,10.362998829061379,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,8.838261682885651,Manual,10.42626150981796,Petrol,95.0,60.1,1.0,Volkswagen,2.0794415416798357
 Polo,9.209439966733019,Manual,9.476006870370282,Petrol,145.0,58.9,1.0,Volkswagen,1.6094379124341003
 Polo,9.258273025731485,Manual,10.518700218288165,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.408453253565146,Manual,10.20181278508639,Petrol,145.0,62.8,1.0,Volkswagen,1.3862943611198906
 Polo,8.98669669562029,Manual,10.65937476291726,Petrol,95.0,58.9,1.0,Volkswagen,1.791759469228055
 Polo,8.853093836138493,Manual,10.697633249050782,Petrol,95.0,60.1,1.2,Volkswagen,2.0794415416798357
 Polo,9.25874951118387,Manual,10.061900564278407,Petrol,150.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.158625936289503,Manual,10.40486871747412,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,8.922124823918258,Manual,10.341452118734878,Petrol,150.0,47.9,1.4,Volkswagen,2.0794415416798357
 Polo,8.698847859222488,Manual,10.62135173563291,Petrol,125.0,51.4,1.2,Volkswagen,2.1972245773362196
 Polo,9.305286849285137,Semi-Auto,9.617736946934095,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.15915233520675,Manual,10.413342705547674,Petrol,150.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.392328539868899,Manual,10.324661954349473,Petrol,95.0,61.4,1.4,Volkswagen,1.6094379124341003
 Polo,9.825309771472105,Semi-Auto,8.542860938164814,Petrol,145.0,46.3,1.0,Volkswagen,0.6931471805599453
 Polo,9.158625936289503,Manual,10.789566469002043,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.472396896788991,Manual,9.622251327567737,Petrol,145.0,64.2,1.0,Volkswagen,1.3862943611198906
 Polo,9.34975442775886,Manual,9.644652054641927,Petrol,145.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.305286849285137,Manual,9.96382978154229,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.305286849285137,Manual,9.466222131878165,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.648337205086833,Semi-Auto,8.542470998600505,Petrol,145.0,45.6,1.0,Volkswagen,0.6931471805599453
 Polo,9.851983709669012,Semi-Auto,7.8528278122817445,Petrol,145.0,39.8,2.0,Volkswagen,1.0986122886681098
 Polo,8.819665349340653,Manual,10.864847247777861,Petrol,95.0,60.1,1.0,Volkswagen,2.0794415416798357
 Polo,9.101194924715385,Manual,10.008252891111209,Petrol,95.0,60.1,1.0,Volkswagen,1.9459101490553132
 Polo,9.678216740205745,Manual,8.46611040118692,Petrol,145.0,49.6,1.0,Volkswagen,1.0986122886681098
 Polo,9.101194924715385,Manual,9.604272564270623,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.260177606823355,Manual,9.749053499229063,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.202106567049078,Manual,9.57692604202343,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.169622538697624,Manual,10.496427582679042,Diesel,150.0,74.3,1.4,Volkswagen,1.6094379124341003
 Polo,9.155461710466193,Manual,10.308985993422082,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.209940291954844,Manual,10.634556526094629,Petrol,150.0,60.1,1.0,Volkswagen,1.3862943611198906
 Polo,9.186662244621605,Manual,10.59448241852793,Diesel,95.0,83.1,1.4,Volkswagen,1.6094379124341003
 Polo,9.350102314351341,Manual,9.105090961257085,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.22029070282935,Manual,10.40420223255139,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.04381342108087,Manual,10.463131911491967,Petrol,145.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.470085825734941,Manual,9.434043766548907,Petrol,145.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.101194924715385,Manual,10.353894158347762,Petrol,145.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.347141413468329,Manual,9.97119292889014,Petrol,150.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.302554855963994,Manual,9.953657716448705,Petrol,150.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.64639934516898,Manual,8.083637203141548,Petrol,150.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.04381342108087,Manual,10.861304031238781,Petrol,95.0,60.1,1.2,Volkswagen,1.9459101490553132
 Polo,8.98669669562029,Manual,10.34177474101152,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.54438108340598,Manual,4.61512051684126,Petrol,150.0,48.7,1.0,Volkswagen,0.6931471805599453
 Polo,9.613536240640304,Manual,4.61512051684126,Petrol,150.0,47.9,1.0,Volkswagen,0.6931471805599453
 Polo,9.296609807128359,Manual,8.740976538017787,Petrol,145.0,48.7,1.0,Volkswagen,1.3862943611198906
 Polo,9.417354541360508,Manual,10.00229162159471,Petrol,150.0,64.2,1.0,Volkswagen,1.3862943611198906
 Polo,9.199380531739841,Manual,10.121337115389228,Diesel,145.0,74.3,1.4,Volkswagen,1.6094379124341003
 Polo,9.51044496442652,Manual,8.448914350662942,Diesel,145.0,57.7,1.6,Volkswagen,1.0986122886681098
 Polo,9.472704636443673,Semi-Auto,10.349582636730188,Petrol,95.0,61.4,1.4,Volkswagen,1.6094379124341003
 Polo,9.071078304642676,Manual,10.259517288372871,Petrol,95.0,60.1,1.2,Volkswagen,1.9459101490553132
 Polo,9.249561085129464,Manual,10.039852427056644,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.02401079378469,Manual,10.71123493111663,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.104979856318357,Manual,10.106469212026385,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.071078304642676,Manual,9.741027444837728,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.852194258148577,Semi-Auto,8.733110697638708,Petrol,145.0,39.8,2.0,Volkswagen,1.0986122886681098
 Polo,9.210340371976184,Manual,10.21804278528445,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.137769679141348,Manual,9.96542895407631,Petrol,95.0,58.9,1.0,Volkswagen,1.791759469228055
 Polo,9.642122788401721,Manual,8.937087036176523,Petrol,145.0,49.6,1.0,Volkswagen,1.0986122886681098
 Polo,9.190137664658664,Manual,9.500020447090638,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.595602772766828,Manual,8.25582842728183,Petrol,145.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.615805480084347,Manual,8.006367567650246,Petrol,145.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.446281681520253,Manual,10.03482278536615,Petrol,145.0,52.3,1.0,Volkswagen,1.3862943611198906
 Polo,9.441452092939569,Manual,8.127109185346375,Petrol,145.0,64.2,1.0,Volkswagen,1.3862943611198906
 Polo,9.104979856318357,Manual,10.471779875950448,Petrol,95.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,8.895492631451633,Manual,10.431317775117943,Petrol,95.0,58.9,1.0,Volkswagen,2.0794415416798357
 Polo,9.239802082125802,Manual,9.287486581152837,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.158625936289503,Manual,10.12667110305036,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.95208722237219,Semi-Auto,8.006700845440367,Petrol,145.0,39.8,2.0,Volkswagen,1.0986122886681098
 Polo,9.305286849285137,Manual,9.546884034617925,Petrol,95.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.34975442775886,Manual,9.648659816955295,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.210340371976184,Manual,10.103608096692797,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.441452092939569,Manual,9.15915233520675,Petrol,145.0,61.4,1.4,Volkswagen,1.6094379124341003
 Polo,9.392328539868899,Manual,9.105090961257085,Petrol,145.0,60.1,1.0,Volkswagen,1.3862943611198906
 Polo,9.104979856318357,Manual,10.093363833734193,Petrol,145.0,58.9,1.0,Volkswagen,1.6094379124341003
 Polo,9.903487552536127,Semi-Auto,8.128585200374497,Petrol,145.0,39.8,2.0,Volkswagen,1.0986122886681098
 Polo,9.615805480084347,Manual,1.0986122886681098,Petrol,145.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,8.794824928014517,Manual,10.265140087687639,Petrol,125.0,51.4,1.2,Volkswagen,2.1972245773362196
 Polo,9.035986984831405,Manual,10.345895139566009,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.305286849285137,Manual,10.085850775128717,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.209940291954844,Manual,10.373522431293592,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.392328539868899,Manual,8.517393171418904,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.680093969966709,Manual,8.987321812850125,Petrol,145.0,49.6,1.0,Volkswagen,1.0986122886681098
 Polo,9.305286849285137,Manual,9.003316202541857,Petrol,95.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.680093969966709,Semi-Auto,8.160803920954665,Petrol,145.0,45.6,1.0,Volkswagen,1.0986122886681098
 Polo,9.903487552536127,Semi-Auto,8.214735833382303,Petrol,145.0,39.8,2.0,Volkswagen,1.0986122886681098
 Polo,9.39607277189222,Manual,9.691469384005337,Petrol,145.0,52.3,1.0,Volkswagen,1.3862943611198906
 Polo,8.98669669562029,Manual,10.34177474101152,Petrol,95.0,60.1,1.0,Volkswagen,1.9459101490553132
 Polo,9.104535313079205,Manual,9.61587214452889,Petrol,95.0,60.1,1.2,Volkswagen,1.9459101490553132
 Polo,9.510148624225804,Manual,7.601402334583733,Petrol,145.0,47.9,1.0,Volkswagen,1.0986122886681098
 Polo,9.34975442775886,Manual,9.58623934448258,Petrol,150.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.680093969966709,Manual,9.616005460087013,Petrol,150.0,47.0,1.8,Volkswagen,1.3862943611198906
 Polo,9.71087320625674,Manual,7.690743163541872,Petrol,150.0,49.6,1.0,Volkswagen,1.0986122886681098
 Polo,9.04735074348172,Manual,9.895505782794471,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,8.95531908176395,Manual,10.09629560005422,Petrol,95.0,60.1,1.0,Volkswagen,1.9459101490553132
 Polo,9.25874951118387,Manual,10.23756406455664,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.04735074348172,Manual,10.554118595992994,Petrol,95.0,58.9,1.0,Volkswagen,1.791759469228055
 Polo,9.581628028282761,Manual,7.81762544305337,Petrol,145.0,47.9,1.0,Volkswagen,0.6931471805599453
 Polo,8.922124823918258,Manual,10.645448706505872,Petrol,145.0,47.9,1.4,Volkswagen,2.0794415416798357
 Polo,9.461176908307142,Semi-Auto,9.549024446393997,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.740733301234702,Semi-Auto,8.006700845440367,Petrol,150.0,46.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.47262771040802,Manual,9.245900547374733,Petrol,150.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.305286849285137,Semi-Auto,9.992139250130691,Petrol,95.0,60.1,1.2,Volkswagen,1.9459101490553132
 Polo,9.305286849285137,Manual,9.724301076237646,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.254452946594503,Manual,9.70381635740706,Petrol,145.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.082507000466299,Manual,10.21489835856197,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.148464968258095,Manual,10.52626591542919,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.433483923290392,Manual,9.460009002229748,Petrol,145.0,61.4,1.4,Volkswagen,1.6094379124341003
 Polo,9.392328539868899,Manual,9.34687973611501,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.798127036878302,Semi-Auto,7.601402334583733,Petrol,145.0,46.3,1.0,Volkswagen,0.6931471805599453
 Polo,9.210340371976184,Manual,10.057366766948556,Petrol,95.0,65.7,1.0,Volkswagen,1.791759469228055
 Polo,8.961879012677683,Manual,10.624201260813878,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.20029003612268,Manual,9.758635175856648,Petrol,150.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.510148624225804,Manual,8.29853954537488,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.546812608597396,Manual,7.601402334583733,Petrol,145.0,48.7,1.0,Volkswagen,0.6931471805599453
 Polo,9.350102314351341,Manual,8.883085524404578,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.392661928770137,Manual,9.551018039079908,Petrol,150.0,64.2,1.0,Volkswagen,1.3862943611198906
 Polo,9.249561085129464,Manual,9.788862026694824,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.798127036878302,Semi-Auto,8.54927308487965,Petrol,145.0,39.8,2.0,Volkswagen,1.0986122886681098
 Polo,9.680093969966709,Manual,5.442417710521793,Petrol,145.0,47.9,1.0,Volkswagen,1.0986122886681098
 Polo,9.137769679141348,Manual,10.332538970450434,Diesel,145.0,60.1,1.4,Volkswagen,1.6094379124341003
 Polo,9.595330626894961,Semi-Auto,9.272563715156315,Petrol,145.0,45.6,1.0,Volkswagen,1.0986122886681098
 Polo,9.608176452919857,Manual,6.093569770045136,Petrol,145.0,47.9,1.0,Volkswagen,0.6931471805599453
 Polo,9.580937944755272,Manual,6.738152494595957,Petrol,150.0,48.7,1.0,Volkswagen,0.6931471805599453
 Polo,9.392328539868899,Manual,9.338733586744581,Petrol,145.0,48.7,1.0,Volkswagen,1.0986122886681098
 Polo,9.524128691512443,Manual,7.347299700743164,Petrol,150.0,48.7,1.0,Volkswagen,0.6931471805599453
 Polo,9.69836808706617,Manual,4.61512051684126,Petrol,145.0,52.3,1.0,Volkswagen,0.6931471805599453
 Polo,9.449357272446683,Manual,9.5033084488572,Petrol,145.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.449357272446683,Manual,9.516647908551128,Petrol,145.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.449357272446683,Manual,9.518560095645512,Petrol,145.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.449357272446683,Manual,9.446360661104071,Petrol,145.0,52.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.076923258535832,Manual,10.584081267024454,Petrol,95.0,58.9,1.2,Volkswagen,2.0794415416798357
 Polo,9.453364978883542,Manual,9.557540571952371,Petrol,145.0,64.2,1.0,Volkswagen,1.3862943611198906
 Polo,9.90353755128617,Semi-Auto,2.3978952727983707,Petrol,145.0,46.3,1.0,Volkswagen,0.6931471805599453
 Polo,9.92749700499648,Semi-Auto,8.093156697722637,Petrol,145.0,39.8,2.0,Volkswagen,1.0986122886681098
 Polo,9.153346650456063,Manual,10.352746235642707,Petrol,145.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.679468618185965,Semi-Auto,5.8944028342648505,Petrol,145.0,45.6,1.0,Volkswagen,0.6931471805599453
 Polo,9.076923258535832,Manual,10.514827970391982,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.18512512283512,Manual,10.237778841189767,Petrol,150.0,58.9,1.0,Volkswagen,1.6094379124341003
 Polo,9.615538777855802,Manual,9.411892497046916,Petrol,145.0,47.0,1.8,Volkswagen,1.6094379124341003
 Polo,9.350189267092581,Manual,8.754160749323518,Petrol,150.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.314700387300425,Semi-Auto,10.303403961713876,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.259130536145614,Manual,10.218371282413054,Petrol,150.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.18512512283512,Manual,10.7487333087972,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.239899174217728,Manual,9.764627703152708,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.244645175668174,Manual,9.939626599152001,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,8.974618038455112,Manual,10.524547794201172,Petrol,145.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.433403920090221,Manual,8.49351506406166,Petrol,150.0,64.2,1.0,Volkswagen,1.3862943611198906
 Polo,9.433563920090563,Semi-Auto,10.12667110305036,Petrol,150.0,61.4,1.0,Volkswagen,1.3862943611198906
 Polo,9.04793908261736,Semi-Auto,10.17545936253226,Petrol,150.0,47.9,1.4,Volkswagen,2.1972245773362196
 Polo,8.76123680683819,Manual,10.769642214916486,Petrol,125.0,51.4,1.2,Volkswagen,2.1972245773362196
 Polo,9.296518068217235,Manual,9.785548254671442,Petrol,145.0,65.7,1.0,Volkswagen,1.6094379124341003
 Polo,9.210340371976184,Manual,9.80410910855585,Petrol,150.0,58.9,1.0,Volkswagen,1.6094379124341003
 Polo,9.472396896788991,Manual,9.892932038596612,Petrol,150.0,64.2,1.0,Volkswagen,1.3862943611198906
 Polo,9.426338455129521,Semi-Auto,9.741968123371437,Petrol,145.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,9.249561085129464,Manual,9.510519035757246,Petrol,150.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.159047077588632,Manual,10.126591103050316,Petrol,150.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.392661928770137,Manual,10.726917103358996,Petrol,150.0,47.0,1.8,Volkswagen,1.791759469228055
 Polo,9.209439966733019,Manual,9.9362451167743,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.209439966733019,Manual,9.32420462812523,Petrol,95.0,58.9,1.0,Volkswagen,1.6094379124341003
 Polo,9.332558004700433,Manual,9.945732534129874,Petrol,145.0,64.2,1.0,Volkswagen,1.3862943611198906
 Polo,9.711115659888671,Semi-Auto,8.39479954320217,Petrol,145.0,46.3,1.0,Volkswagen,1.0986122886681098
 Polo,9.367258647047601,Semi-Auto,9.36134324551271,Petrol,95.0,60.1,1.2,Volkswagen,1.6094379124341003
 Polo,8.85366542803745,Manual,10.528543240958955,Petrol,125.0,51.4,1.2,Volkswagen,2.0794415416798357
 Polo,9.047821442478408,Manual,9.979985523508853,Petrol,95.0,60.1,1.0,Volkswagen,1.9459101490553132
 Polo,9.358415490041546,Manual,9.608579434992608,Petrol,145.0,64.2,1.0,Volkswagen,1.3862943611198906
 Polo,8.987321812850125,Manual,10.495349236591386,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.158204617555654,Manual,9.98118906019998,Petrol,95.0,60.1,1.0,Volkswagen,1.6094379124341003
 Polo,9.209540051805414,Manual,8.601718146485926,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.305741456739435,Semi-Auto,9.905635244593586,Petrol,95.0,60.1,1.2,Volkswagen,1.791759469228055
 Polo,9.62911649414402,Manual,9.0142038261485,Petrol,150.0,51.4,1.0,Volkswagen,1.0986122886681098
 Polo,9.546741177474825,Semi-Auto,9.869154873455622,Petrol,95.0,61.4,1.4,Volkswagen,1.6094379124341003
 Polo,9.47262771040802,Manual,9.818583045445685,Petrol,95.0,61.4,1.4,Volkswagen,1.6094379124341003
 Polo,9.104868739033948,Manual,9.984145455553582,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.210340371976184,Manual,10.055049169344665,Petrol,95.0,60.1,1.0,Volkswagen,1.791759469228055
 Polo,9.648530784697051,Manual,7.145196134997171,Petrol,150.0,49.6,1.0,Volkswagen,1.0986122886681098
